step,event,fund,return_percent,label,amount_usdt,pool_available,treasury_surplus,protected_withdrawable,notes
188,surplus_payout,Stable Yield,10,Payment to Investment63 (surplus),27.5,1234.00,6.03,1227.97,Surplus ≥ 27.5; pool −27.5 and surplus −27.5
189,subscription,Capital Shield,6,Investment126,25,1259.00,12.20,1246.80,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
190,subscription,Stable Yield,10,Investment127,25,1284.00,18.03,1265.97,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
191,subscription,Balanced Growth,15,Investment128,25,1309.00,23.45,1285.55,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
192,subscription,Capital Shield,6,Investment129,25,1334.00,29.62,1304.38,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
193,payout,Growth Partners,25,Payment to Investment64,31.25,1302.75,29.62,1273.13,Triad payout 31.25 USDT (25%); head 64 unlocked by 128 and 129; fund Growth Partners
194,subscription,Stable Yield,10,Investment130,25,1327.75,35.45,1292.30,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
195,surplus_payout,Aggressive Alpha,40,Payment to Investment65 (surplus),35,1292.75,0.45,1292.30,Surplus ≥ 35; pool −35 and surplus −35
196,subscription,Aggressive Alpha,40,Investment131,25,1317.75,3.78,1313.97,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
197,subscription,Stable Yield,10,Investment132,25,1342.75,9.61,1333.14,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
198,subscription,Stable Yield,10,Investment133,25,1367.75,15.44,1352.31,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
199,payout,Growth Partners,25,Payment to Investment66,31.25,1336.50,15.44,1321.06,Triad payout 31.25 USDT (25%); head 66 unlocked by 132 and 133; fund Growth Partners
200,subscription,Aggressive Alpha,40,Investment134,25,1361.50,18.77,1342.73,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
201,subscription,Balanced Growth,15,Investment135,25,1386.50,24.19,1362.31,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
202,payout,Stable Yield,10,Payment to Investment67,27.5,1359.00,24.19,1334.81,Triad payout 27.5 USDT (10%); head 67 unlocked by 134 and 135; fund Stable Yield
203,subscription,Growth Partners,25,Investment136,25,1384.00,28.77,1355.23,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
204,subscription,Stable Yield,10,Investment137,25,1409.00,34.60,1374.40,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
205,payout,Aggressive Alpha,40,Payment to Investment68,35,1374.00,34.60,1339.40,Triad payout 35 USDT (40%); head 68 unlocked by 136 and 137; fund Aggressive Alpha
206,surplus_payout,Balanced Growth,15,Payment to Investment69 (surplus),28.75,1345.25,5.85,1339.40,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
207,subscription,Capital Shield,6,Investment138,25,1370.25,12.02,1358.23,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
208,subscription,Growth Partners,25,Investment139,25,1395.25,16.60,1378.65,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
209,subscription,Stable Yield,10,Investment140,25,1420.25,22.43,1397.82,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
210,subscription,Growth Partners,25,Investment141,25,1445.25,27.01,1418.24,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
211,payout,Growth Partners,25,Payment to Investment70,31.25,1414.00,27.01,1386.99,Triad payout 31.25 USDT (25%); head 70 unlocked by 140 and 141; fund Growth Partners
212,subscription,Growth Partners,25,Investment142,25,1439.00,31.59,1407.41,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
213,surplus_payout,Growth Partners,25,Payment to Investment71 (surplus),31.25,1407.75,0.34,1407.41,Surplus ≥ 31.25; pool −31.25 and surplus −31.25
214,subscription,Balanced Growth,15,Investment143,25,1432.75,5.76,1426.99,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
215,subscription,Growth Partners,25,Investment144,25,1457.75,10.34,1447.41,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
216,subscription,Stable Yield,10,Investment145,25,1482.75,16.17,1466.58,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
217,payout,Growth Partners,25,Payment to Investment72,31.25,1451.50,16.17,1435.33,Triad payout 31.25 USDT (25%); head 72 unlocked by 144 and 145; fund Growth Partners
218,subscription,Stable Yield,10,Investment146,25,1476.50,22.00,1454.50,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
219,subscription,Balanced Growth,15,Investment147,25,1501.50,27.42,1474.08,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
220,payout,Balanced Growth,15,Payment to Investment73,28.75,1472.75,27.42,1445.33,Triad payout 28.75 USDT (15%); head 73 unlocked by 146 and 147; fund Balanced Growth
221,subscription,Balanced Growth,15,Investment148,25,1497.75,32.84,1464.91,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
222,surplus_payout,Growth Partners,25,Payment to Investment74 (surplus),31.25,1466.50,1.59,1464.91,Surplus ≥ 31.25; pool −31.25 and surplus −31.25
223,subscription,Aggressive Alpha,40,Investment149,25,1491.50,4.92,1486.58,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
224,subscription,Balanced Growth,15,Investment150,25,1516.50,10.34,1506.16,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
225,subscription,Balanced Growth,15,Investment151,25,1541.50,15.76,1525.74,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
226,payout,Balanced Growth,15,Payment to Investment75,28.75,1512.75,15.76,1496.99,Triad payout 28.75 USDT (15%); head 75 unlocked by 150 and 151; fund Balanced Growth
227,subscription,Aggressive Alpha,40,Investment152,25,1537.75,19.09,1518.66,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
228,subscription,Aggressive Alpha,40,Investment153,25,1562.75,22.42,1540.33,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
229,payout,Stable Yield,10,Payment to Investment76,27.5,1535.25,22.42,1512.83,Triad payout 27.5 USDT (10%); head 76 unlocked by 152 and 153; fund Stable Yield
230,subscription,Capital Shield,6,Investment154,25,1560.25,28.59,1531.66,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
231,subscription,Stable Yield,10,Investment155,25,1585.25,34.42,1550.83,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
232,surplus_payout,Growth Partners,25,Payment to Investment77 (surplus),31.25,1554.00,3.17,1550.83,Surplus ≥ 31.25; pool −31.25 and surplus −31.25
233,subscription,Balanced Growth,15,Investment156,25,1579.00,8.59,1570.41,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
234,subscription,Aggressive Alpha,40,Investment157,25,1604.00,11.92,1592.08,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
235,payout,Stable Yield,10,Payment to Investment78,27.5,1576.50,11.92,1564.58,Triad payout 27.5 USDT (10%); head 78 unlocked by 156 and 157; fund Stable Yield
236,subscription,Capital Shield,6,Investment158,25,1601.50,18.09,1583.41,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
237,subscription,Balanced Growth,15,Investment159,25,1626.50,23.51,1602.99,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
238,payout,Aggressive Alpha,40,Payment to Investment79,35,1591.50,23.51,1567.99,Triad payout 35 USDT (40%); head 79 unlocked by 158 and 159; fund Aggressive Alpha
239,subscription,Capital Shield,6,Investment160,25,1616.50,29.68,1586.82,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
240,subscription,Stable Yield,10,Investment161,25,1641.50,35.51,1605.99,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
241,surplus_payout,Growth Partners,25,Payment to Investment80 (surplus),31.25,1610.25,4.26,1605.99,Surplus ≥ 31.25; pool −31.25 and surplus −31.25
242,subscription,Capital Shield,6,Investment162,25,1635.25,10.43,1624.82,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
243,subscription,Capital Shield,6,Investment163,25,1660.25,16.60,1643.65,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
244,payout,Aggressive Alpha,40,Payment to Investment81,35,1625.25,16.60,1608.65,Triad payout 35 USDT (40%); head 81 unlocked by 162 and 163; fund Aggressive Alpha
245,subscription,Balanced Growth,15,Investment164,25,1650.25,22.02,1628.23,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
246,subscription,Stable Yield,10,Investment165,25,1675.25,27.85,1647.40,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
247,payout,Growth Partners,25,Payment to Investment82,31.25,1644.00,27.85,1616.15,Triad payout 31.25 USDT (25%); head 82 unlocked by 164 and 165; fund Growth Partners
248,subscription,Balanced Growth,15,Investment166,25,1669.00,33.27,1635.73,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
249,surplus_payout,Balanced Growth,15,Payment to Investment83 (surplus),28.75,1640.25,4.52,1635.73,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
250,subscription,Stable Yield,10,Investment167,25,1665.25,10.35,1654.90,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
251,subscription,Stable Yield,10,Investment168,25,1690.25,16.18,1674.07,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
252,subscription,Capital Shield,6,Investment169,25,1715.25,22.35,1692.90,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
253,payout,Capital Shield,6,Payment to Investment84,26.5,1688.75,22.35,1666.40,Triad payout 26.5 USDT (6%); head 84 unlocked by 168 and 169; fund Capital Shield
254,subscription,Balanced Growth,15,Investment170,25,1713.75,27.77,1685.98,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
255,surplus_payout,Stable Yield,10,Payment to Investment85 (surplus),27.5,1686.25,0.27,1685.98,Surplus ≥ 27.5; pool −27.5 and surplus −27.5
256,subscription,Capital Shield,6,Investment171,25,1711.25,6.44,1704.81,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
257,subscription,Aggressive Alpha,40,Investment172,25,1736.25,9.77,1726.48,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
258,subscription,Balanced Growth,15,Investment173,25,1761.25,15.19,1746.06,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
259,payout,Aggressive Alpha,40,Payment to Investment86,35,1726.25,15.19,1711.06,Triad payout 35 USDT (40%); head 86 unlocked by 172 and 173; fund Aggressive Alpha
260,subscription,Capital Shield,6,Investment174,25,1751.25,21.36,1729.89,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
261,subscription,Growth Partners,25,Investment175,25,1776.25,25.94,1750.31,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
262,payout,Capital Shield,6,Payment to Investment87,26.5,1749.75,25.94,1723.81,Triad payout 26.5 USDT (6%); head 87 unlocked by 174 and 175; fund Capital Shield
263,subscription,Balanced Growth,15,Investment176,25,1774.75,31.36,1743.39,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
264,surplus_payout,Growth Partners,25,Payment to Investment88 (surplus),31.25,1743.50,0.11,1743.39,Surplus ≥ 31.25; pool −31.25 and surplus −31.25
265,subscription,Balanced Growth,15,Investment177,25,1768.50,5.53,1762.97,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
266,subscription,Capital Shield,6,Investment178,25,1793.50,11.70,1781.80,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
267,subscription,Growth Partners,25,Investment179,25,1818.50,16.28,1802.22,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
268,payout,Balanced Growth,15,Payment to Investment89,28.75,1789.75,16.28,1773.47,Triad payout 28.75 USDT (15%); head 89 unlocked by 178 and 179; fund Balanced Growth
269,subscription,Balanced Growth,15,Investment180,25,1814.75,21.70,1793.05,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
270,subscription,Aggressive Alpha,40,Investment181,25,1839.75,25.03,1814.72,+3.33 surplus on subscribe (Aggressive Alpha; triad surplus 10÷3)
271,payout,Growth Partners,25,Payment to Investment90,31.25,1808.50,25.03,1783.47,Triad payout 31.25 USDT (25%); head 90 unlocked by 180 and 181; fund Growth Partners
272,subscription,Capital Shield,6,Investment182,25,1833.50,31.20,1802.30,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
273,surplus_payout,Balanced Growth,15,Payment to Investment91 (surplus),28.75,1804.75,2.45,1802.30,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
274,subscription,Growth Partners,25,Investment183,25,1829.75,7.03,1822.72,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
275,subscription,Stable Yield,10,Investment184,25,1854.75,12.86,1841.89,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
276,subscription,Capital Shield,6,Investment185,25,1879.75,19.03,1860.72,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
277,payout,Aggressive Alpha,40,Payment to Investment92,35,1844.75,19.03,1825.72,Triad payout 35 USDT (40%); head 92 unlocked by 184 and 185; fund Aggressive Alpha
278,subscription,Capital Shield,6,Investment186,25,1869.75,25.20,1844.55,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
279,subscription,Growth Partners,25,Investment187,25,1894.75,29.78,1864.97,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
280,surplus_payout,Balanced Growth,15,Payment to Investment93 (surplus),28.75,1866.00,1.03,1864.97,Surplus ≥ 28.75; pool −28.75 and surplus −28.75
281,subscription,Capital Shield,6,Investment188,25,1891.00,7.20,1883.80,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
282,subscription,Stable Yield,10,Investment189,25,1916.00,13.03,1902.97,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
283,payout,Stable Yield,10,Payment to Investment94,27.5,1888.50,13.03,1875.47,Triad payout 27.5 USDT (10%); head 94 unlocked by 188 and 189; fund Stable Yield
284,subscription,Capital Shield,6,Investment190,25,1913.50,19.20,1894.30,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
285,subscription,Capital Shield,6,Investment191,25,1938.50,25.37,1913.13,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
286,payout,Capital Shield,6,Payment to Investment95,26.5,1912.00,25.37,1886.63,Triad payout 26.5 USDT (6%); head 95 unlocked by 190 and 191; fund Capital Shield
287,subscription,Capital Shield,6,Investment192,25,1937.00,31.54,1905.46,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
288,subscription,Growth Partners,25,Investment193,25,1962.00,36.12,1925.88,+4.58 surplus on subscribe (Growth Partners; triad surplus 13.75÷3)
289,surplus_payout,Aggressive Alpha,40,Payment to Investment96 (surplus),35,1927.00,1.12,1925.88,Surplus ≥ 35; pool −35 and surplus −35
290,subscription,Capital Shield,6,Investment194,25,1952.00,7.29,1944.71,+6.17 surplus on subscribe (Capital Shield; triad surplus 18.5÷3)
291,subscription,Balanced Growth,15,Investment195,25,1977.00,12.71,1964.29,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
292,payout,Balanced Growth,15,Payment to Investment97,28.75,1948.25,12.71,1935.54,Triad payout 28.75 USDT (15%); head 97 unlocked by 194 and 195; fund Balanced Growth
293,subscription,Stable Yield,10,Investment196,25,1973.25,18.54,1954.71,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
294,subscription,Stable Yield,10,Investment197,25,1998.25,24.37,1973.88,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
295,payout,Stable Yield,10,Payment to Investment98,27.5,1970.75,24.37,1946.38,Triad payout 27.5 USDT (10%); head 98 unlocked by 196 and 197; fund Stable Yield
296,subscription,Balanced Growth,15,Investment198,25,1995.75,29.79,1965.96,+5.42 surplus on subscribe (Balanced Growth; triad surplus 16.25÷3)
297,subscription,Stable Yield,10,Investment199,25,2020.75,35.62,1985.13,+5.83 surplus on subscribe (Stable Yield; triad surplus 17.5÷3)
298,surplus_payout,Aggressive Alpha,40,Payment to Investment99 (surplus),35,1985.75,0.62,1985.13,Surplus ≥ 35; pool −35 and surplus −35
299,subscription,Growth Partners,25,Investment200,25,2010.75,5.20,2005.55,+4.58 surplus on subscribe (Growth Partners); head 100 needs 200 and 201 for triad unlock
